,Fighter Name,Nickname,Height,Weight,Reach,Stance,Win,Lose,Draw
318,Steve Berger,The Red Nosed Pitbull,"5' 11""",170 lbs.,--,Orthodox,21,23,2
319,Kenneth Bergh,,"6' 2""",205 lbs.,"74.0""",Orthodox,8,0,0
320,Bret Bergmark,The Angry Hick,"5' 9""",170 lbs.,--,,6,1,1
321,Keith Berish,Sha Bang Bang,"6' 0""",205 lbs.,--,Orthodox,5,1,0
322,Dennis Bermudez,The Menace,"5' 6""",155 lbs.,"66.0""",Orthodox,17,9,0
323,Manny Bermudez,The Bermudez Triangle,"5' 10""",145 lbs.,"71.0""",Orthodox,14,2,0
324,Talita Bernardo,,"5' 4""",135 lbs.,"68.0""",Orthodox,6,4,0
325,Dave Berry,,--,--,--,,0,1,0
326,Keith Berry,,"6' 1""",185 lbs.,--,,15,14,1
327,Dieusel Berto,,"5' 9""",200 lbs.,--,,0,3,0
328,Edson Berto,Little Tiger,"5' 6""",155 lbs.,--,Orthodox,17,12,1
329,Allen Berube,Monstah Lobstah,"5' 8""",155 lbs.,--,Orthodox,4,3,0
330,Anton Berzin,The Body Snatcher,"6' 2""",205 lbs.,--,Orthodox,5,1,0
331,Scott Bessac,,"6' 4""",245 lbs.,--,,4,6,0
332,Matt Bessette,The Mangler,"5' 10""",145 lbs.,"70.0""",Orthodox,22,9,0
333,Khadzhi Bestaev,Best,"6' 6""",185 lbs.,"76.0""",,10,4,0
334,Fernando Bettega,,--,170 lbs.,--,,7,5,0
335,Arjan Bhullar,,"6' 1""",245 lbs.,"75.0""",Orthodox,9,1,0
336,KB Bhullar,The Bengal,"6' 4""",185 lbs.,"78.0""",Switch,8,2,0
337,Bibulatov Magomed,Chaborz,"5' 5""",125 lbs.,"65.0""",Orthodox,14,2,0
338,David Bielkheden,,"5' 10""",155 lbs.,"71.0""",Orthodox,24,12,0
339,Blake Bilder,El Animal,"5' 8""",145 lbs.,"68.0""",Switch,8,2,1
340,Jonas Bilharinho,,"5' 11""",145 lbs.,"75.0""",Switch,9,1,1
341,Jeremiah Billington,,"5' 9""",205 lbs.,--,Orthodox,11,2,0
342,Scott Bills,,"5' 10""",170 lbs.,--,,7,9,1
343,Anthony Birchak,El Toro,"5' 8""",135 lbs.,"69.0""",Orthodox,16,8,0
344,Chris Birchler,The Big Buck,"6' 3""",205 lbs.,--,Switch,7,4,0
345,Angad Bisht,,--,125 lbs.,--,,9,3,0
346,Michael Bisping,The Count,"6' 1""",185 lbs.,"75.0""",Orthodox,30,9,0
347,Amaury Bitetti,,"5' 9""",185 lbs.,--,Orthodox,5,2,0
348,Caio Bittencourt,Leao,"6' 0""",185 lbs.,"75.0""",Orthodox,14,7,0
349,Davi Bittencourt,The Black,"5' 5""",135 lbs.,"65.0""",Orthodox,14,4,0
350,Simon Biyong,,--,205 lbs.,--,,7,1,0
351,Jan Blachowicz,,"6' 2""",205 lbs.,"78.0""",Orthodox,29,10,1
352,Jason Black,The Black Legion,"5' 8""",155 lbs.,--,Orthodox,23,4,1
353,Brad Blackburn,Bad Brad,"5' 10""",170 lbs.,"73.0""",Orthodox,18,13,1
354,Jason Blackford,,--,--,--,,3,3,0
355,Tom Blackledge,,--,205 lbs.,--,Orthodox,10,7,0
356,Sherrard Blackledge,The Thriller,"5' 11""",155 lbs.,"75.0""",Orthodox,5,1,0
357,Da'Mon Blackshear,The Monster,"5' 10""",135 lbs.,"72.0""",Switch,14,6,1
358,Erin Blanchfield,Cold Blooded,"5' 4""",125 lbs.,"66.0""",Orthodox,12,2,0
359,Maximo Blanco,Maxi,"5' 8""",145 lbs.,"71.0""",Orthodox,12,8,1
360,David Blanco,,"5' 7""",145 lbs.,--,,2,0,0
361,Curtis Blaydes,Razor,"6' 4""",265 lbs.,"80.0""",Orthodox,18,4,0
362,Tereza Bleda,,"5' 9""",125 lbs.,"71.0""",Orthodox,7,1,0
363,Arlene Blencowe,Angerfist,"5' 5""",145 lbs.,--,,9,6,0
364,Byron Bloodworth,,"5' 8""",135 lbs.,--,Orthodox,6,3,0
365,Dashawn Boatwright,"Buck, the 400-pound Silverback","6' 0""",205 lbs.,--,Orthodox,3,1,0
366,Dan Bobish,,"6' 2""",345 lbs.,--,Southpaw,17,9,0
367,Mark Bocek,,"5' 8""",155 lbs.,"75.0""",Orthodox,12,5,0
368,Kyle Bochniak,Killer B,"5' 7""",145 lbs.,"70.0""",Orthodox,8,5,0
369,James Bochnovic,,"6' 4""",205 lbs.,"81.0""",Orthodox,8,3,0
370,Jeremy Boczulak,,--,--,--,,0,2,0
371,Tim Boetsch,The Barbarian,"6' 0""",185 lbs.,"74.0""",Orthodox,21,13,0
372,Galore Bofando,,"5' 11""",170 lbs.,"72.0""",Switch,5,3,0
373,Jay Bogan,,--,145 lbs.,--,,6,6,0
374,Roman Bogatov,,"5' 8""",155 lbs.,"73.0""",Orthodox,10,1,0
375,Derek Bohi,Marshmallow,"6' 4""",260 lbs.,--,,8,5,0
376,Jerry Bohlander,,"5' 11""",199 lbs.,--,Orthodox,11,4,0
377,Mandy Bohm,Monster,"5' 7""",125 lbs.,"71.0""",Orthodox,8,2,0
378,Kotetsu Boku,,"5' 9""",154 lbs.,--,Orthodox,25,11,2
379,Gaston Bolanos,The Dreamkiller,"5' 7""",135 lbs.,"69.0""",Orthodox,7,4,0
380,Kyle Bolt,,"6' 2""",185 lbs.,--,,8,4,0
381,Denys Bondar,Psycho,"5' 6""",125 lbs.,"69.0""",Orthodox,14,5,0
382,Luc Bondole,,"6' 2""",205 lbs.,--,,5,2,2
383,Tony Bonello,The Gun,"6' 2""",185 lbs.,--,,16,3,1
384,Gabriel Bonfim,Marretinha,"6' 1""",170 lbs.,"72.0""",Orthodox,15,1,0
385,Ismael Bonfim,Marreta,"5' 8""",155 lbs.,"71.0""",Orthodox,20,4,0
386,Jesse Bongfeldt,Water,"6' 0""",185 lbs.,--,Orthodox,16,5,1
387,Marcos Bonilla,Murder Marx,"5' 10""",145 lbs.,--,,4,4,0
388,Stephan Bonnar,The American Psycho,"6' 4""",205 lbs.,"79.0""",Orthodox,15,9,0
389,Rogerio Bontorin,,"5' 5""",125 lbs.,"67.0""",Orthodox,16,4,0
390,Ray Borg,The Tazmexican Devil,"5' 4""",135 lbs.,"63.0""",Orthodox,13,5,0
391,Igor Borisov,,"6' 0""",235 lbs.,--,Orthodox,1,1,0
392,Kevin Borjas,El Gallo Negro,"5' 5""",125 lbs.,"68.0""",Orthodox,9,3,0
393,Calen Born,,"5' 8""",170 lbs.,"72.0""",Switch,7,1,0
394,Caio Borralho,The Natural,"6' 1""",185 lbs.,"75.0""",Southpaw,16,1,0
395,Zachary Borrego,The Dragon,"6' 2""",185 lbs.,"78.0""",Switch,3,1,0
396,Viacheslav Borshchev,Slava Claus,"5' 11""",155 lbs.,"69.0""",Orthodox,7,3,1
397,Tanner Boser,The Bulldozer,"6' 2""",205 lbs.,"75.0""",Orthodox,21,10,1
398,Steve Bosse,The Boss,"5' 11""",205 lbs.,"72.0""",Orthodox,12,2,0
399,Marcus Bossett,The Grasshopper,"6' 1""",215 lbs.,--,Orthodox,1,3,0
400,Chris Bostick,,--,--,--,,6,3,0
401,Poliana Botelho,,"5' 8""",125 lbs.,"67.0""",Orthodox,8,5,0
402,Francois Botha,White Buffalo,"6' 2""",260 lbs.,--,Orthodox,0,1,0
403,Gregory Bouchelaghem,,"6' 2""",183 lbs.,--,Switch,5,4,0
404,Roy Boughton,Black Dynamite,"6' 0""",205 lbs.,--,,14,8,0
405,Rich Bouphanouvong,,"5' 7""",170 lbs.,--,,1,4,0
406,Mike Bourke,The Rhino,"6' 0""",275 lbs.,--,Orthodox,10,16,1
407,Jess Bouscal,,--,155 lbs.,--,,3,2,0
408,Tai Bowden,,"5' 11""",230 lbs.,--,,1,1,0
409,Melton Bowen,The Punisher,"6' 0""",225 lbs.,--,Orthodox,0,1,0
410,Kyron Bowen,Bullseye,"6' 3""",185 lbs.,"73.0""",Orthodox,9,5,0
411,Brian Bowles,,"5' 7""",135 lbs.,"70.0""",Orthodox,10,3,0
412,Roger Bowling,Relentless,"5' 9""",155 lbs.,"68.0""",Orthodox,12,6,0
413,Blake Bowman,,"6' 2""",170 lbs.,--,,2,6,0
414,Ashe Bowman,The Archer,"5' 9""",155 lbs.,--,,9,11,0
415,Anvar Boynazarov,The Uzbek,"5' 9""",145 lbs.,--,Orthodox,3,1,0
416,Colley Bradford,,"5' 7""",145 lbs.,--,,0,1,0
417,Kyle Bradley,,"5' 9""",155 lbs.,"71.0""",Orthodox,19,12,0
418,Paul Bradley,The Gentleman,"5' 9""",170 lbs.,--,Orthodox,23,8,0
419,Sean Brady,,"5' 10""",170 lbs.,"72.0""",Orthodox,16,1,0
420,Ebenezer Fontes Braga,Pitbull,"6' 0""",199 lbs.,--,Orthodox,13,7,2
421,Ramiz Brahimaj,,"5' 10""",170 lbs.,"72.0""",Orthodox,10,4,0
422,Joe Brammer,The South Side Strangler,"5' 8""",155 lbs.,--,Orthodox,7,3,1
423,David Branch,,"6' 1""",185 lbs.,"78.0""",Orthodox,22,6,0
424,Diego Brandao,DB,"5' 7""",145 lbs.,"64.0""",Orthodox,22,11,0
425,Bruna Brasil,,"5' 6""",115 lbs.,"65.0""",Orthodox,9,4,1
426,Michael Bravo,,--,155 lbs.,--,,7,4,0
427,Martin Bravo,El Toro,"5' 8""",145 lbs.,"71.0""",Southpaw,11,3,0
428,Roman Bravo-Young,,--,205 lbs.,--,,0,1,0
429,Mike Breeden,Money,"5' 10""",155 lbs.,"70.0""",Orthodox,11,6,0
430,Tom Breese,,"6' 3""",185 lbs.,"73.0""",Southpaw,12,3,0
431,Elves Brener,,"5' 10""",155 lbs.,"72.0""",Orthodox,16,4,0
432,Chris Brennan,The Westside Strangler,"5' 8""",170 lbs.,--,Orthodox,21,13,1
433,Charlie Brenneman,The Spaniard,"5' 10""",155 lbs.,"70.0""",Orthodox,19,8,0
434,Robert Breslin,The Bullet,"5' 11""",155 lbs.,--,,3,9,0
435,Mack Brewer,,--,205 lbs.,--,,0,1,0
436,Marcos Brigagao,Ironside,"6' 3""",205 lbs.,"76.0""",Southpaw,11,1,0
437,Jason Brilz,Hitman,"5' 11""",205 lbs.,"71.0""",Orthodox,22,6,1
438,Marcus Brimage,The Bama Beast,"5' 4""",135 lbs.,"71.0""",Southpaw,7,7,0
439,Aaron Brink,,"6' 3""",205 lbs.,--,Orthodox,26,26,0
440,Henry Briones,Bure,"5' 8""",135 lbs.,"69.0""",Orthodox,16,8,1
441,Marcelo Brito,Jungle Boy,"6' 1""",170 lbs.,--,Orthodox,13,8,0
442,Joanderson Brito,Tubarao,"5' 8""",145 lbs.,"72.0""",Orthodox,17,3,1
443,Kaik Brito,,"5' 11""",170 lbs.,"72.0""",Orthodox,16,5,0
444,Antwain Britt,The Juggernaut,"6' 1""",205 lbs.,"77.0""",,11,6,0
445,Drew Brokenshire,,--,--,--,,16,6,0
446,Mike Bronzoulis,The Greek,"6' 0""",155 lbs.,--,,18,9,1
447,Jonathan Brookins,,"6' 0""",145 lbs.,"74.0""",Southpaw,16,10,0
448,Will Brooks,Ill,"5' 10""",155 lbs.,"72.0""",Orthodox,18,4,0
449,Jarred Brooks,The Monkey God,"5' 3""",125 lbs.,"62.0""",Switch,13,2,0
450,Rob Broughton,The Bear,"6' 2""",265 lbs.,"74.0""",Orthodox,16,7,1
451,Lee Brousseau,Manimal,"6' 1""",205 lbs.,--,,5,3,0
452,Matt Brown,The Immortal,"6' 0""",170 lbs.,"75.0""",Orthodox,26,19,0
453,Mike Brown,,"5' 6""",145 lbs.,"70.0""",Orthodox,26,9,0
454,Dominic Brown,,"5' 11""",190 lbs.,--,,16,23,0
455,Todd Brown,Bulldog,"5' 11""",205 lbs.,--,Orthodox,16,4,0
456,Terrell Brown,,--,185 lbs.,--,,3,1,0
457,Chris Brown,,--,170 lbs.,--,,10,1,0
458,Frederick Brown,,"6' 0""",235 lbs.,--,,3,2,0
459,Randy Brown,Rudeboy,"6' 3""",170 lbs.,"78.0""",Orthodox,18,5,0
460,Damien Brown,Beatdown,"5' 10""",155 lbs.,"68.0""",Orthodox,17,12,0
461,TJ Brown,Downtown,"5' 9""",145 lbs.,"72.0""",Switch,17,11,0
462,Humberto Brown Morrison,,"5' 10""",145 lbs.,--,,4,6,0
463,Travis Browne,Hapa,"6' 6""",255 lbs.,"79.0""",Orthodox,18,7,1
464,Junie Browning,,"5' 9""",155 lbs.,--,Orthodox,5,6,0
465,Jules Bruchez,,"6' 0""",205 lbs.,--,Southpaw,1,2,0
466,Justin Bruckmann,Loaf,"5' 9""",170 lbs.,--,Orthodox,7,3,0
467,Cody Brundage,,"6' 0""",185 lbs.,"72.0""",Orthodox,10,6,0
468,Steve Bruno,Hollywood,"5' 10""",170 lbs.,--,Orthodox,15,6,0
469,Fernando Bruno,Acougueiro,"5' 6""",145 lbs.,--,,15,4,0
470,Derek Brunson,The One,"6' 1""",185 lbs.,"77.0""",Southpaw,23,9,0
471,Josh Bryant,The Beast,"5' 10""",185 lbs.,--,Orthodox,15,4,0
472,Dennis Bryant,The Beard,"6' 0""",205 lbs.,--,Orthodox,5,2,0
473,Robert Bryczek,,"6' 0""",185 lbs.,"75.0""",Orthodox,17,6,0
474,Lukasz Brzeski,The Bull,"6' 4""",236 lbs.,"78.0""",Orthodox,9,4,1
475,Justin Buchholz,,"6' 0""",155 lbs.,"73.0""",Orthodox,15,10,0
476,Zak Bucia,,"5' 10""",170 lbs.,--,,17,8,0
477,Courtney Buck,,"5' 10""",135 lbs.,--,Orthodox,12,11,0
478,Joaquin Buckley,New Mansa,"5' 10""",170 lbs.,"76.0""",Southpaw,18,6,0
479,Martin Buday,Badys,"6' 4""",265 lbs.,"77.0""",Orthodox,13,2,0
480,Julia Budd,,"5' 7""",145 lbs.,"67.0""",,10,2,0
481,Dylan Budka,The Mindless Hulk,"6' 0""",185 lbs.,"75.0""",Switch,7,3,0
482,Mike Budnik,,"5' 9""",145 lbs.,"68.0""",Orthodox,13,4,0
483,Francisco Bueno,,"5' 9""",225 lbs.,--,Orthodox,5,2,0
484,Mayra Bueno Silva,Sheetara,"5' 6""",135 lbs.,"66.0""",Orthodox,10,3,1
485,Paul Buentello,The Headhunter,"6' 2""",245 lbs.,"77.0""",Orthodox,35,17,0
486,Modestas Bukauskas,The Baltic Gladiator,"6' 3""",205 lbs.,"78.0""",Switch,15,6,0
487,Lee Kwan Bum,,"6' 2""",286 lbs.,--,Orthodox,0,1,0
488,Josh Bumgarner,,"6' 1""",170 lbs.,--,,6,4,0
489,Shawn Bunch,Bunch the Great,"5' 5""",135 lbs.,--,,7,3,0
490,Felipe Bunes,Felipinho,"5' 7""",125 lbs.,"69.0""",Orthodox,13,7,0
491,Shane Burgos,Hurricane,"5' 11""",145 lbs.,"75.0""",Orthodox,15,3,0
492,Joshua Burkman,The People's Warrior,"5' 10""",170 lbs.,"72.0""",Orthodox,28,16,0
493,Justin Burlinson,,"6' 1""",170 lbs.,"74.0""",Switch,6,1,0
494,Mads Burnell,,"5' 8""",145 lbs.,"69.0""",Orthodox,9,3,0
495,Mikey Burnett,The Eastside Assassin,"5' 6""",170 lbs.,--,Orthodox,5,2,0
496,Kevin Burns,The Fire,"5' 10""",170 lbs.,"74.0""",Orthodox,12,7,0
497,Gilbert Burns,Durinho,"5' 10""",170 lbs.,"71.0""",Orthodox,22,7,0
498,Josh Burns,The Hammer,"6' 1""",244 lbs.,--,,8,10,0
499,Herbert Burns,The Blaze,"5' 9""",145 lbs.,"73.0""",Orthodox,11,5,0
500,Derrick Burnsed,,--,155 lbs.,--,,1,0,3
501,Nah-Shon Burrell,The Rock n Rolla,"5' 11""",170 lbs.,--,Orthodox,15,7,0
502,Martin Buschkamp,,"5' 9""",145 lbs.,--,Orthodox,9,0,0
503,George Bush,,"6' 1""",205 lbs.,--,,5,2,0
504,Bubba Bush,The Fightin' Texas Aggie,"6' 0""",185 lbs.,--,Orthodox,8,3,0
505,Dakota Bush,,"5' 10""",155 lbs.,"73.0""",Orthodox,8,4,0
506,Murilo Bustamante,,"6' 2""",183 lbs.,--,Orthodox,15,8,1
507,Nick Bustamante,,"5' 9""",170 lbs.,--,,5,3,0
508,Eduardo Bustillos,,"5' 8""",135 lbs.,--,,5,3,0
509,Jason Butcher,,"6' 3""",185 lbs.,--,,10,2,0
510,Todd Butler,,"6' 1""",200 lbs.,--,Southpaw,1,4,0
511,Goldman Butler,,--,--,--,,1,4,0
512,Ian Butler,,"5' 8""",155 lbs.,--,,3,3,0
513,Raphael Butler,The Silencer,"6' 3""",261 lbs.,--,,9,2,1
514,Jesse Butler,,"5' 10""",135 lbs.,"73.0""",Orthodox,12,5,0
515,JP Buys,Young Savage,"5' 5""",135 lbs.,"67.0""",Orthodox,9,6,0
516,Dennis Buzukja,The Great,"5' 9""",145 lbs.,"70.0""",Switch,12,4,0
517,Charles Byrd,Kid Dynamite,"5' 10""",185 lbs.,"73.0""",Orthodox,10,7,0
518,Steve Byrnes,The Sergeant,"6' 0""",170 lbs.,--,Orthodox,6,1,0
519,Michael Byrnes,,"5' 11""",155 lbs.,--,,5,3,0
520,Yan Cabral,,"5' 11""",155 lbs.,"73.0""",Orthodox,13,3,0
521,Alvin Cacdac,,"5' 6""",125 lbs.,--,Orthodox,18,13,0
522,Alex Caceres,Bruce Leeroy,"5' 10""",145 lbs.,"73.0""",Southpaw,21,14,0
523,Vince Cachero,The Anomaly,"5' 6""",145 lbs.,"68.0""",Orthodox,7,4,0
524,Priscila Cachoeira,Zombie Girl,"5' 7""",125 lbs.,"65.0""",Orthodox,12,6,0
525,Travis Calanoc,The Dark Knight,"5' 8""",145 lbs.,--,Orthodox,5,1,0
526,Ricky Calatayud,,"5' 9""",125 lbs.,--,,16,2,0
527,Darrion Caldwell,The Wolf,"5' 10""",135 lbs.,--,,10,1,0
528,Taylor Callens,,"5' 10""",155 lbs.,--,,6,0,0
529,Cynthia Calvillo,,"5' 4""",115 lbs.,"64.0""",Orthodox,9,6,1
530,Joe Camacho,,"5' 9""",155 lbs.,--,Orthodox,13,19,3
531,Frank Camacho,The Crank,"5' 10""",155 lbs.,"73.0""",Orthodox,22,10,0
532,Fabricio Camoes,Morango,"5' 10""",155 lbs.,"71.0""",Orthodox,14,9,1
533,Chris Camozzi,,"6' 2""",185 lbs.,"75.0""",Orthodox,24,13,0
534,Brian Camozzi,Mantis,"6' 2""",170 lbs.,"78.0""",Orthodox,7,5,0
535,Ricky Camp,2 Slick,"5' 7""",135 lbs.,--,,11,4,0
536,Mike Campbell,The Beast,"5' 9""",155 lbs.,--,Southpaw,13,4,0
537,Thomas Campbell,,--,--,--,,3,3,0
538,Shane Campbell,Shaolin,"6' 0""",155 lbs.,"71.0""",Orthodox,14,6,0
539,Charlie Campbell,The Cannibal,"6' 0""",155 lbs.,"72.0""",Orthodox,9,2,0
540,John Campetella,,"5' 9""",235 lbs.,--,Orthodox,0,1,0
541,Wagner Campos,Galeto,"5' 6""",145 lbs.,--,Southpaw,12,10,0
542,Derek Campos,The Stallion,"5' 9""",155 lbs.,--,,19,6,0
543,Will Campuzano,,"5' 9""",125 lbs.,"70.0""",Orthodox,14,6,0
544,Aleksa Camur,,"6' 1""",205 lbs.,"74.0""",Orthodox,6,3,0
545,Chico Camus,The King,"5' 6""",125 lbs.,"66.0""",Orthodox,17,7,0
546,Asbel Cancio,,"5' 10""",225 lbs.,--,,0,1,0
547,Carlos Candelario,The Cannon,"5' 8""",125 lbs.,"68.0""",Southpaw,8,3,0
548,Ronaldo Candido,Pacman,"5' 6""",125 lbs.,--,Southpaw,6,0,0
549,Luiz Cane,Banha,"6' 2""",185 lbs.,"77.0""",Southpaw,17,7,0
550,Guido Cannetti,Ninja,"5' 6""",135 lbs.,"68.0""",Southpaw,10,8,0
551,Jared Cannonier,The Killa Gorilla,"5' 11""",185 lbs.,"77.0""",Switch,17,6,0
552,Jose Canseco,,"6' 4""",240 lbs.,--,Orthodox,0,1,0
553,Cody Canterbury,,"5' 8""",155 lbs.,--,,1,10,0
554,Bo Cantrell,Redrum,"6' 2""",235 lbs.,--,Orthodox,10,10,0
555,Steve Cantwell,The Robot,"6' 2""",185 lbs.,"75.0""",Orthodox,7,6,0
556,Paul Capaldo,,"5' 7""",135 lbs.,--,,6,0,0
557,Phil Caracappa,The Hitman,"5' 8""",135 lbs.,"70.0""",Orthodox,6,1,0
558,Frank Caracci,,--,--,--,,2,3,0
559,Gina Carano,Conviction,"5' 8""",145 lbs.,--,Orthodox,7,1,0
560,Dos Caras Jr.,,"6' 4""",225 lbs.,--,Orthodox,9,5,0
561,Bryan Caraway,Kid Lightning,"5' 8""",135 lbs.,"68.0""",Orthodox,21,9,0
562,Remo Cardarelli,,--,135 lbs.,--,,7,5,0
563,Phil Cardella,,"5' 11""",155 lbs.,--,,8,5,0
564,Edgar Cardenas,Kitty Katt,--,145 lbs.,--,,4,1,0
565,Chris Cariaso,Kamikaze,"5' 3""",125 lbs.,"64.0""",Southpaw,17,8,0
566,Ronald Carillo,,--,125 lbs.,--,,4,2,0
567,Rafael Carino,,"6' 8""",245 lbs.,--,Orthodox,2,1,1
568,Don Carlo-Clauss,,--,170 lbs.,--,,10,7,0
569,Antonio Carlos Junior,Cara de Sapato,"6' 2""",185 lbs.,"79.0""",Orthodox,11,5,0
570,Spike Carlyle,Alpha Ginger,"5' 8""",145 lbs.,"71.0""",Switch,9,3,0
571,Francis Carmont,Limitless,"6' 3""",205 lbs.,"78.0""",Orthodox,25,12,0
572,Liz Carmouche,Girlrilla,"5' 6""",125 lbs.,"66.0""",Orthodox,13,7,0
573,Roan Carneiro,Jucao,"5' 11""",170 lbs.,"76.0""",Orthodox,21,11,0
574,Ariane Carnelossi,Sorriso,"5' 2""",115 lbs.,"61.0""",Orthodox,14,3,0
575,Luana Carolina,Dread,"5' 6""",125 lbs.,"69.0""",Orthodox,10,4,0
576,Tim Caron,The Bear,"6' 1""",185 lbs.,--,Orthodox,7,1,0
577,Clayton Carpenter,,"5' 6""",125 lbs.,"66.0""",Orthodox,7,0,0
578,Gabriel Carrasco,,"5' 6""",135 lbs.,--,,7,0,0
579,Cody Carrillo,,"5' 10""",155 lbs.,--,,11,16,0
580,Cain Carrizosa,The Insane,"5' 8""",155 lbs.,--,Orthodox,10,3,0
581,Roger Carroll,The Leprechaun,"5' 10""",170 lbs.,--,,16,14,0
582,Jonny Carson,,"5' 10""",155 lbs.,--,,11,7,0
583,Scott Carson,,"6' 2""",215 lbs.,--,,4,2,0
584,Shonie Carter,Mr. International,"5' 10""",170 lbs.,--,Southpaw,51,31,7
585,Jack Cartwright,,"5' 9""",135 lbs.,"68.0""",Orthodox,10,1,0
586,Bruno Carvalho,,"5' 8""",154 lbs.,--,,10,5,0
587,Antonio Carvalho,Pato,"5' 9""",145 lbs.,"70.0""",Orthodox,15,6,0
588,Rafael Carvalho,,"6' 3""",185 lbs.,--,,14,1,0
589,Shane Carwin,The Engineer,"6' 2""",265 lbs.,"80.0""",Orthodox,12,2,0
590,Johnny Case,Hollywood,"5' 10""",155 lbs.,"72.0""",Orthodox,22,6,0
591,Kevin Casey,King,"5' 11""",185 lbs.,"77.0""",Southpaw,9,5,2
592,Cortney Casey,Cast Iron,"5' 7""",125 lbs.,"67.0""",Orthodox,10,10,0
593,Brandon Cash,Money,"6' 5""",255 lbs.,--,Orthodox,10,4,0
594,Bendy Casimir,,"5' 5""",145 lbs.,--,Southpaw,20,14,2
595,Dwayne Cason,,"5' 10""",212 lbs.,--,Orthodox,1,1,0
596,Joe Cason,,"6' 3""",205 lbs.,--,,9,1,0
597,John Castaneda,Sexy Mexi,"5' 6""",135 lbs.,"71.0""",Switch,21,6,0
598,Eric Castile,,"5' 8""",145 lbs.,--,,3,2,0
599,Gil Castillo,,"5' 9""",170 lbs.,--,Southpaw,8,5,0
600,Danny Castillo,Last Call,"5' 9""",155 lbs.,"71.0""",Orthodox,17,10,0
601,Raul Castillo,,"5' 11""",185 lbs.,--,Orthodox,7,1,0
602,Jenna Castillo,,"5' 2""",125 lbs.,--,,1,0,0
603,Tim Catalfo,Obake,"5' 11""",235 lbs.,--,Orthodox,4,2,0
604,Nick Catone,The Jersey Devil,"6' 0""",185 lbs.,"72.0""",Southpaw,10,4,0
605,Luke Caudillo,Lil' Hulk,"5' 7""",155 lbs.,--,Orthodox,17,17,0
606,Gesias Cavalcante,JZ,"5' 8""",155 lbs.,"71.0""",Orthodox,21,10,1
607,Rafael Cavalcante,Feijao,"6' 1""",205 lbs.,"74.0""",Orthodox,12,7,0
608,Jacqueline Cavalcanti,,"5' 8""",135 lbs.,"70.0""",Orthodox,6,1,0
609,Magnus Cedenblad,Jycken,"6' 5""",185 lbs.,"79.0""",Orthodox,14,5,0
610,Yosdenis Cedeno,Pink Panther,"5' 8""",155 lbs.,"69.0""",Orthodox,10,6,1
611,Henry Cejudo,Triple C,"5' 4""",135 lbs.,"64.0""",Orthodox,16,4,0
612,Adam Cella,El Naturel,"6' 2""",170 lbs.,--,,6,8,0
613,Vinicius Cenci,Chambinho,"6' 1""",155 lbs.,"74.0""",Orthodox,7,2,0
614,Katlyn Cerminara,Blonde Fighter,"5' 9""",125 lbs.,"68.0""",Orthodox,18,6,0
615,Donald Cerrone,Cowboy,"6' 1""",155 lbs.,"73.0""",Orthodox,36,17,0
616,Jared Chaffee,,"5' 10""",155 lbs.,--,,5,2,0
617,Luan Chagas,Tarzan,"6' 0""",170 lbs.,"75.0""",Orthodox,15,3,1
618,Edgar Chairez,Puro Chicali,"5' 7""",125 lbs.,"71.0""",Orthodox,11,5,0
619,Ansar Chalangov,,"5' 9""",170 lbs.,--,Orthodox,14,5,0
620,Alex Chambers,Astro Girl,"5' 3""",115 lbs.,"63.0""",Southpaw,5,5,0
621,Michael Chandler,Iron,"5' 8""",155 lbs.,"71.0""",Orthodox,23,8,0
622,Chelsea Chandler,,"5' 8""",135 lbs.,"68.0""",Southpaw,6,2,0
623,Donnie Chappell,,"5' 11""",178 lbs.,--,Southpaw,0,1,0
624,Joe Charles,The Ghetto Man,"6' 1""",260 lbs.,--,Southpaw,6,13,0
625,Dan Charles,The Man,"6' 2""",228 lbs.,--,,10,6,1
626,Morgan Charriere,The Last Pirate,"5' 8""",145 lbs.,"69.0""",Orthodox,19,10,1
627,Ernest Chavez,EJ,"5' 8""",145 lbs.,"70.0""",Orthodox,10,2,0
628,Emilio Chavez,,"5' 9""",145 lbs.,--,,12,9,0
629,Danny Chavez,The Colombian Warrior,"5' 8""",145 lbs.,"67.0""",Orthodox,11,5,1
630,Gabriel Checco,Zangief,"6' 1""",185 lbs.,--,Switch,10,2,0
631,Albert Cheng,,"5' 11""",170 lbs.,--,Orthodox,7,4,0
632,Fabio Cherant,Water Buffalo,"6' 1""",205 lbs.,"74.0""",Southpaw,7,4,0
633,Ion Cherdivara,,--,205 lbs.,--,,1,1,0
634,Mark Cherico,The Pride of Bloomfield,"5' 7""",145 lbs.,"69.0""",Orthodox,11,1,0
635,Macy Chiasson,,"5' 11""",135 lbs.,"72.0""",Orthodox,10,3,0
636,Michael Chiesa,Maverick,"6' 1""",170 lbs.,"75.0""",Southpaw,18,7,0
637,Giga Chikadze,Ninja,"6' 0""",145 lbs.,"74.0""",Orthodox,15,3,0
638,Khamzat Chimaev,Borz,"6' 2""",185 lbs.,"75.0""",Orthodox,13,0,0
639,Sako Chivitchian,,"5' 11""",155 lbs.,--,Orthodox,8,1,0
640,Mu Bae Choi,,"6' 2""",230 lbs.,--,Orthodox,12,6,0
641,Hong Man Choi,Techno Goliath,"7' 2""",330 lbs.,--,Orthodox,4,5,0
